Price,Close,High,Low,Open,Volume,Adj Close,Daily_Return,Log_Return,Rolling_Volatility,Rolling_Mean
Ticker,SPY,SPY,SPY,SPY,SPY,,,,,
Date,,,,,,,,,,
2015-07-01,174.91714477539062,175.36392006796436,174.12474697716087,175.1110252379047,135979900,174.91714477539062,,,,
2015-07-02,174.7569580078125,175.56621880062636,174.33547095927202,175.39762655376293,104373700,174.7569580078125,-0.0009157865444454627,-0.000916206133131631,,
2015-07-06,174.25958251953125,175.04354214835712,173.2564414233038,173.45875980949862,117975400,174.25958251953125,-0.0028460983410972807,-0.002850156180149075,,
2015-07-07,175.35543823242188,175.4818791751677,172.05940712206035,174.46188793632126,173820200,175.35543823242188,0.0062886396090602315,0.006268948624878295,,
2015-07-08,172.4134979248047,174.29332663471078,172.17746619722743,174.00671851733333,164020100,172.4134979248047,-0.016777012091965138,-0.016919340299776677,,
2015-07-09,172.72540283203125,174.7906998452496,172.61582493626628,174.5293670470037,144113100,172.72540283203125,0.001809051559075625,0.0018074171961049831,,
2015-07-10,174.90023803710938,175.3217250277559,172.76751489345892,174.74007092262175,129456900,174.90023803710938,0.012591287496912518,0.012512676425122186,,
2015-07-13,176.8306427001953,176.94022056305585,176.13097280345875,176.17312407198722,106069400,176.8306427001953,0.01103717573372509,0.010976710612263886,,
2015-07-14,177.59774780273438,177.90965691476003,176.72948565254435,176.78850000389795,81709600,177.59774780273438,0.00433807789659868,0.0043286955610951534,,
2015-07-15,177.53868103027344,178.10347183252657,177.05817987540846,177.63983375224203,97914100,177.53868103027344,-0.000332587395908579,-0.00033264271536257974,,
2015-07-16,178.96336364746094,178.96336364746094,178.3564214033014,178.6008781775618,106683300,178.96336364746094,0.008024632203641024,0.007992606060566674,,
2015-07-17,179.11512756347656,179.17414192275723,178.5419113675342,178.95496043144456,89030000,179.11512756347656,0.0008480166718065618,0.0008476573088182504,,
2015-07-20,179.2078094482422,179.7051609375748,178.88748812876642,179.34268835263214,70446800,179.2078094482422,0.0005174430882883829,0.000517309260776998,,
2015-07-21,178.499755859375,179.33430480307854,178.19628468555217,179.07297204172738,77965000,178.499755859375,-0.00395101971865619,-0.003958845617386302,,
2015-07-22,178.179443359375,178.5166407396643,177.7748193657927,177.8085326724392,88667900,178.179443359375,-0.0017944702414738334,-0.0017960822319321936,,
2015-07-23,177.17625427246094,178.41542697745712,176.8137816570154,178.31427422203257,90509100,177.17625427246094,-0.005630217874744936,-0.005646127295174461,,
2015-07-24,175.3385772705078,177.33642136659293,175.0013928439383,177.2774198801859,117755000,175.3385772705078,-0.010372027614530932,-0.010426191947777845,,
2015-07-27,174.31857299804688,174.95924141581222,173.87179784500597,174.44502680496646,132361100,174.31857299804688,-0.005817340874662791,-0.005834327512164955,,
2015-07-28,176.45974731445312,176.6030513495824,174.32702414340517,175.16156016343817,123544800,176.45974731445312,0.012283110626601035,0.012208285325134394,,
2015-07-29,177.67367553710938,177.90126930966397,176.4429275468673,176.58623161717537,105791300,177.67367553710938,0.006879349206439844,0.006855794449582619,,
2015-07-30,177.71575927734375,177.88435148052753,176.53558812953605,177.1593934303527,91304400,177.71575927734375,0.00023685973798404092,0.00023683169114499254,,
2015-07-31,177.4459991455078,178.24682174724663,177.15939111756094,178.22153356023722,103266900,177.4459991455078,-0.0015179302777248438,-0.0015190835010449966,,
2015-08-03,176.8475341796875,177.47133965627663,175.8865442017208,177.41233815677947,113965700,176.8475341796875,-0.003372659675068612,-0.003378359911958601,,
2015-08-04,176.5019073486328,177.2352906421022,176.0129808653989,176.77165235086633,81820800,176.5019073486328,-0.001954377439628341,-0.001956289727177244,,
2015-08-05,177.08355712890625,178.12883667311712,176.79693618871565,177.40387850724701,85786800,177.08355712890625,0.003295430565090296,0.003290012533686719,,
2015-08-06,175.63363647460938,177.37858595036977,175.04354438967596,177.26899521526573,116030800,175.63363647460938,-0.008187776876660613,-0.008221480821416917,,
2015-08-07,175.29644775390625,175.62520711257352,174.3860342538824,175.47347796061769,117858000,175.29644775390625,-0.0019198413667866898,-0.0019216866243362536,,
2015-08-10,177.50503540039062,177.589325079906,176.41759177371785,176.41759177371785,80270700,177.50503540039062,0.012599158025067059,0.012520449055268633,,
2015-08-11,175.90338134765625,176.57776311373414,175.13627192795812,176.15627611778075,126081400,175.90338134765625,-0.009023147141271726,-0.009064102282425513,,
2015-08-12,176.1141357421875,176.2995910609025,173.113150203364,174.5883547804749,172123700,176.1141357421875,0.001198125885452539,0.001197408705424655,,176.40916849772137
2015-08-13,175.8949432373047,176.64518952013782,175.34700246540817,175.95394472374073,89383300,175.8949432373047,-0.001244604835148988,-0.0012453799989953602,0.0070197019625680085,176.44176177978517
2015-08-14,176.5355987548828,176.61146332146757,175.5577459096969,175.70104993416635,72786500,176.5355987548828,0.0036422622833096607,0.003635645308344394,0.00704378904330908,176.5010498046875
2015-08-17,177.52194213867188,177.52194213867188,175.4735209093211,175.93715931393737,79072600,177.52194213867188,0.005587220882053323,0.0055716702597462964,0.007079551232239394,176.60979512532552
2015-08-18,177.0076904296875,177.59776970217663,176.77165872069185,177.24372213868315,71692700,177.0076904296875,-0.0028968346266889933,-0.0029010385728369574,0.007025373860765502,176.6648701985677
2015-08-19,175.6083526611328,177.0329679391841,174.79066683904153,176.25743339031908,172946000,175.6083526611328,-0.007905519614191836,-0.007936933908123084,0.006442732860406311,176.7713653564453
2015-08-20,171.94140625,175.58304720834417,171.8823918964091,174.08255453097036,194327900,171.94140625,-0.020881389498646596,-0.02110248903914372,0.007538508856931843,176.74523213704427
2015-08-21,166.76559448242188,171.91616757367325,166.50427452756927,170.05318885438402,346588500,166.76559448242188,-0.030102183531362847,-0.030564556880527102,0.008952536394622373,176.474077351888
2015-08-24,159.74354553222656,166.4704732939633,153.75842601625803,158.04917271416707,507244300,159.74354553222656,-0.04210730020175402,-0.043019511670200676,0.011321167628876354,175.90450744628907
2015-08-25,157.86376953125,164.75929176693106,157.56872343951426,164.74242868269243,369833100,157.86376953125,-0.011767461368868526,-0.011837245940816612,0.011327422809071295,175.24670817057293
2015-08-26,163.92474365234375,164.2029137767897,158.79102177967897,161.9184612454917,339257000,163.92474365234375,0.03839369944788973,0.0376749993913934,0.013700746503285788,174.79291025797525
2015-08-27,167.97943115234375,168.10587210616296,164.55695879950537,166.08273966848148,274143900,167.97943115234375,0.024735054694362102,0.024434095952812266,0.01446450789125162,174.4267791748047
2015-08-28,167.9878387451172,168.45990207383537,166.8413937199041,167.3303201282939,160414400,167.9878387451172,5.005132304458648e-05,5.005007051891076e-05,0.01445980838668967,174.05586954752604
2015-08-31,166.63063049316406,167.86137790809556,166.07426469479395,167.0015410254108,163298800,166.63063049316406,-0.008079205388268451,-0.008112019026377046,0.01449264040931228,173.63663024902343
2015-09-01,161.6571044921875,164.18602613098315,160.78040445425907,162.79511151198918,256000400,161.6571044921875,-0.02984760956768151,-0.030302116285704412,0.015339574283426425,173.07520853678386
2015-09-02,164.7255401611328,164.7676914305466,162.20504345822164,164.05958354757485,160269300,164.7255401611328,0.018981137133342596,0.018803242914536455,0.015864459086463698,172.62674509684246
2015-09-03,164.84361267089844,166.95104823850704,164.3462609640066,165.44211716895035,152087800,164.84361267089844,0.0007167832605079472,0.000716526494076602,0.01586347999404505,172.21565704345704
2015-09-04,162.3483428955078,163.4189233671046,161.52223206194452,162.56752434516008,207081000,162.3483428955078,-0.015137194186421454,-0.015252930948878331,0.015970792192066315,171.78264923095702
2015-09-08,166.42840576171875,166.5801478206074,164.52328852139843,165.17238231793132,116025700,166.42840576171875,0.02513153379604849,0.02482093001202046,0.016726709154459504,171.51964365641277
2015-09-09,164.20289611816406,168.14802103833182,163.83199837120182,168.02158008627222,149347700,164.20289611816406,-0.013372174259369096,-0.013462386910408885,0.016658329860734004,171.1110819498698
2015-09-10,165.096435546875,166.2513056184375,163.74767222641816,164.0089920648511,158611100,165.096435546875,0.005441678860937493,0.005426926421019233,0.016633173287052553,170.69184061686198
2015-09-11,165.84671020507812,165.9141496689408,163.98373199631345,164.70026504493737,119691200,165.84671020507812,0.004544463093451245,0.004534168199109088,0.016674461339626502,170.29620564778645
2015-09-14,165.23130798339844,166.0742818756182,164.7423815823797,166.02370550012674,79452000,165.23130798339844,-0.0037106688514876307,-0.0037175704614997077,0.016676325251103415,169.88904927571613
2015-09-15,167.29664611816406,167.74342136367196,165.18921086095168,165.73713888272127,113806200,167.29664611816406,0.012499677936176123,0.012422201910779277,0.016889565580333877,169.57068634033203
2015-09-16,168.74652099609375,168.94041426791844,167.25446634934298,167.6000887597138,99581600,168.74652099609375,0.008666491000098198,0.008629152540833303,0.016995265027148508,169.31217346191406
2015-09-17,168.36717224121094,171.0309728332212,167.98783656147626,168.61164187360853,276046600,168.36717224121094,-0.002248038967817223,-0.002250569600769983,0.016973061937842534,169.0216272989909
2015-09-18,165.61585998535156,168.35281843261646,165.20066348845967,165.8361809964078,223657500,165.61585998535156,-0.016341144293364418,-0.01647613339627039,0.017147535693540678,168.6877014160156
2015-09-21,166.4717254638672,167.50548888227797,165.41252944575393,166.4547747072785,105726200,166.4717254638672,0.0051677748652292355,0.005154467742487652,0.017194776727414304,168.39354400634767
2015-09-22,164.3108673095703,164.7769158720504,163.16693110435835,164.28544765431062,153890900,164.3108673095703,-0.012980331334199402,-0.013065312020968226,0.017101535831346243,167.9537384033203
2015-09-23,164.0482635498047,164.95492850234584,163.46358535357933,164.4804108154491,92790600,164.0482635498047,-0.0015982129731617611,-0.0015994914779123854,0.01705649073928201,167.5585678100586
2015-09-24,163.45504760742188,163.9210962225273,161.47223669548188,162.81953029490526,159378800,163.45504760742188,-0.003616106196715152,-0.003622660113270634,0.017046235305466863,167.1365982055664
2015-09-25,163.4127197265625,165.23453118054522,162.5314616530039,164.9294822981034,155054800,163.4127197265625,-0.0002589573187181671,-0.0002589908539542141,0.01704937414625904,166.72052408854168
2015-09-28,159.3115234375,162.6162222200119,158.99800560597092,162.50606171503713,178515900,159.3115234375,-0.025097166829638473,-0.025417471237315584,0.017504739936458787,166.1463882446289
2015-09-29,159.40464782714844,160.77737369447584,158.39629185750448,159.53175901781327,159045600,159.40464782714844,0.0005845427100255041,0.000584371931483909,0.01744118915962232,165.5424784342448
2015-09-30,162.37892150878906,162.54839021375767,160.52320880474448,161.31124410118346,163452000,162.37892150878906,0.01865863839093196,0.018486701444373522,0.017902019220782023,165.0548528035482
2015-10-01,162.80258178710938,163.1076305942747,160.84519066181187,162.76021138313018,131079000,162.80258178710938,0.0026090841987602698,0.0026056864473120445,0.01789984207890778,164.62799377441405
